id,pro_address,name
2046,"24 Johnstone Road, Brendale",Rhcommercial
2047,24 Norman St East Brisbane *,Timaltass
2048,"24 Pentex Street, Salisbury",CushWakeQLD
2049,24 Spine St Sumner *,Rhcommercialsouthside
2050,"242 Hawken Drive, St Lucia",Rhcommercial
2051,"242 Hawken Drive, St Lucia (JOB ID #154)",Rhcommercial
2052,"245 Orchard Road, Richlands (68395)",CushWakeQLD
2053,"25 Billungah Street, Murarrie",Timaltass
2054,25 Depot Street,Duganandco
2055,"25 Morayfield Rd, Caboolture",Commercialguys
2056,"25 Moreton Street, Heathwood",CushWakeQLD
2057,25 Perrin Drive Seven Hills *,Timaltass
2058,"25 Smith Street, Capalaba Qld 4157 (ABC SIGNS)",Rhcommercialbayside
2059,"25/62 Dewsbury Street, Middle Park",Timaltass
2060,"250 Abbotsford Road, Bowen Hills",Rhcommercial
2061,"250 Abbotsford Road, Bowen Hills (#782)",Rhcommercial
2062,"255 St Vicents Rd, Banyo",Rhcommercial
2063,2554 Ipswich Road Darra,Rhcommercialsouthside
2064,"258 Thynne Road, Morningside",Timaltass
2065,259 Kelvin Grove Rd Kelvin Grove,Urbanproperty
2066,26 Camden St Albion,Urbanproperty
2067,"26 Lakeview Road, Morayfield",NVRE
2068,"260 Morayfield Rd, Morayfield Q 4506",Commercialguys
2069,264 South Pine Road,Admin
2070,"264 South Pine Road, Brendale",Duganandco
2071,"266 Robinson Road, Geebung",Rhcommercial
2072,2684-2688 Ipswich Road Darra,Rhcommercialsouthside
2073,"27 Deakin Street, Brendale",Rhcommercial
2074,27 Mount Cotton Rd Capalaba,Rhcommercialsouthside
2075,27 Mt Cotton Road Capalaba,KevinMurdock
2076,"27 Suscatand Street, Rocklea",Bluecommercial
2077,"270 Duffield Road, Clontarf",Rhcommercial
2078,"28 Antimony Street, Carole Park",CushWakeQLD
2079,28 Bangor St Archerfield *,Rhcommercialsouthside
2080,"28 Belgrave Street, Balmoral",Timaltass
2081,28 Brisbane Road Bundamba,Rhcommercialsouthside
2082,28 Nairn St Milton *,Urbanproperty
2083,"28 Redcliffe Gardens Drive, Clontarf",Commercialguys
2084,"28/82 Bergin Road, Ferny Grove",Urbanproperty
2085,"283 Given Terrace, Paddington",Rhcommercial
2086,284 Musgrave Rd Coopers Plains,Rhcommercialsouthside
2087,"285-295 King St, Caboolture",Commercialguys
2088,29 Armada Place Banyo,CushWakeQLD
2089,"29 Blunder Road, Oxley",CushWakeQLD
2090,"29 Brewer Street, Clontarf",Commercialguys
2091,29 Jason St Red Hill,Admin
2092,29 Knowles St Auchenflower,Urbanproperty
2093,"29 Knowles Street, Auchenflower",Admin
2094,29 Links Ave Eagle Farm,Admin
2095,29 Pickering Street Enoggera,CushWakeQLD
2096,29-31 Wolseley St Wollongabba *,Timaltass
2097,"29-33 Timms Road, Everton Hills",Rhcommercial
2098,"29/39 Business Drive, Narangba",Duganandco
2099,"290 Bruce Highway, Burpengary East",CushWakeQLD
2100,2932 Logan Road Underwood,Rhcommercialsouthside
2101,"2a/158 Murarrie Road, Murarrie",CushWakeQLD
2102,2a/32 Meadow Avenue Coopers Plains,Rhcommercialsouthside
2103,"3 &amp; 18A/ 853 Nudgee Road, Northgate",CushWakeQLD
2104,3 Bengonia Cr Caboolture *,NVRE
2105,3 Carlyle St Slacks Creek *,Rhcommercialsouthside
2106,3 Dan Street Slacks Creek,Rhcommercialsouthside
2107,"3 Emmaron court, Ferny Hills",Urbanproperty
2108,"3 Everett Street, Upper Mount Gravatt",Timaltass
2109,"3 Paisley Drive, Lawnton",Rhcommercial
2110,"3 Pendrey Court, Woodridge",CushWakeQLD
2111,3 Pendrey Cr Woodridge *,CushWakeQLD
2112,3 Steel St Narangba *,Rhcommercial
2113,"3-5 Mackie Way, Brendale",Duganandco
2114,"3, 38 Bishop Street, Kelvin Grove",Bluecommercial
2115,"3.321 Kelvin Grove Rd, Kelvin Grove",Admin
2116,"3/ 368 Earnshaw Rd, Banyo, Q",Duganandco
2117,"3/10 Fortune Street, Geebung QLD 3034",Duganandco
2118,"3/117 Pashen Street, Morningside",Timaltass
2119,"3/13 Murdoch Circuit, Acacia Ridge",CushWakeQLD
2120,3/13-15 Ellerslie Road Meadowbrook,Rhcommercialsouthside
2121,"3/14 French Avenue, Brendale",Rhcommercial
2122,3/16 Herbert Street Slacks Creek,Rhcommercialsouthside
2123,"3/16 Lear Jet Dr, Caboolture",Commercialguys
2124,3/20 Rivergate Place Murarrie,Duganandco
2125,"3/23 Blackwood Street, Mitchelton",Rhcommercial
2126,3/26 George St Caboolture *,Commercialguys
2127,3/28 Eurora Street Kingston (ABC),Rhcommercialsouthside
2128,"3/30 Raubers Rd, Banyo",CushWakeQLD
2129,"3/30 Raubers Road, Banyo (3x boards)",Rhcommercial
2130,3/32 Sumners Road Sumner,Rhcommercialsouthside
2131,"3/321 Kelvin Grove Rd, Kelvin Grove",Admin
2132,"3/35 Cessna Drive, Caboolture",Commercialguys
2133,"3/41 Paringa Road, Murarrie",Duganandco
2134,"3/49 McDonald Road, Windsor",Rhcommercial
2135,"3/5 McLennen Court, North Lakes",Rhcommercial
2136,3/50 Borthwick Avenue Murarrie,Duganandco
2137,"3/50 Northlink Pl, Virginia",Duganandco
2138,"3/50 Northlink Place, Virginia, QLD 4014",Duganandco
2139,3/525 Lytton Road Morningside,Duganandco
2140,3/53 Metroplex Avenue Murarrie 4172,Duganandco
2141,3/6 Qualtrough Street Woolloongabba,Rhcommercialsouthside
2142,3/61 Holdsworth Street Coorparoo (ABC),Rhcommercialsouthside
2143,"3/77 Riverside Place, Morningside",CushWakeQLD
2144,"3/8 Marvell St, Murarrie",Timaltass
2145,"3/87 Monmouth St, Morningside",Timaltass
2146,3/9 Stockwell Pl Archerfield *,Rhcommercialsouthside
2147,3/98 Wecker Road Mansfield,Rhcommercialsouthside
2148,"3/99-103 Morayfield Rd, Caboolture South",Commercialguys
2149,"30 Blackwood Street,",Rhcommercial
2150,"30 Brookfield Street, Kedron",Timaltass
2151,"30 Cummin Street, Wishart",Timaltass
2152,"30 Cypress Street, Redland Bay",Firstassetmanagment
2153,30 Kingston Road Underwood,Rhcommercialsouthside
2154,30 Lamg Parade Auchenflower,Admin
2155,"30 Torres Crescent, North Lakes",CushWakeQLD
2156,30/1631 Wynnum Road Tingalpa,Duganandco
2157,3000 Logan Road Underwood,Rhcommercialsouthside
2158,"302-304 S Pine Rd, Brendale QLD 4500",Commercialguys
2159,308 Lutwyche Rd Windsor *,Rhcommercial
2160,"31 &amp; 19 Proprietary Street, Tingalpa",Duganandco
2161,"31 Church Street, Goodna",Rhcommercialsouthside
2162,31 Fernberg Rd Paddington *,Urbanproperty
2163,"31 Salisbury Street, Indooroopilly",Urbanproperty
2164,"31 Saltash Street, Virginia",Rhcommercial
2165,31 Tuckeroo St Narangba,NVRE
2166,31 Tuckeroo St Narangba *,NVRE
2167,"31-41 Inghams Place, Hemmant",CushWakeQLD
2168,314 Gympie Rd Strathpine,CushWakeQLD
2169,"314 Gympie Road, Strathpine",CushWakeQLD
2170,"318 Oxley Avenue, Margate",Rhcommercial
2171,32 Belleview Paradse Paddington,Urbanproperty
2172,32 Bridnle St Paddington,Urbanproperty
2173,"32 Business Drive, Narangba (61981) (7164292)",CushWakeQLD
2174,"32 Corunna Street, Albion",Bluecommercial
2175,"32 Enterprise Street, Cleveland Qld 4163",Rhcommercialbayside
2176,"32 Park Road, Milton",CushWakeQLD
2177,"32 Wattle St, Cannon Hill",Timaltass
2178,"32 Wattle Street, Cannon Hill",Timaltass
2179,"321/20 Montague Road, South Brisbane",Timaltass
2180,33 Bellavista Ter Paddington,Urbanproperty
2181,33 Devlan Street Mansfield,Rhcommercialsouthside
2182,"33 Dunn Road, Rocklea",CushWakeQLD
2183,"33 King Street, Caboolture",Commercialguys
2184,33 Kremmzow Rd Brendale *,Rhcommercial
2185,"33 Magnesium Street, Narangba",CushWakeQLD
2186,33 Mckechnie Dr Eight Mile Plains *,SavillsQLD
2187,33 Queensport Rd Murarrie *,CushWakeQLD
2188,"33 Spine Street, Sumner",Rhcommercialsouthside
2189,"335 Macdonnell Rd, Clontarf",Commercialguys
2190,"3358 Mt Lindesay Highway, REGENTS PARK",Firstassetmanagment
2191,"338 Waterworks Road, Ashgrove",Rhcommercial
2192,"34 Coonan Street, Indooroopilly",Rhcommercial
2193,34 High St Kippa Ring,Admin
2194,34 Stafford  Street Paddington,Urbanproperty
2195,34 Thynne Rd Norman Park *,Timaltass
2196,"341 Freeman Road, Richlands",CushWakeQLD
2197,"341 Freeman Road, Richlands2",CushWakeQLD
2198,"344 Bilsen Road, Geebung",Rhcommercial
2199,"344 Bilsen Road, Geebung (#60)",Rhcommercial
2200,"344 Bilsen Road, Geebung, QLD 4034",Duganandco
2201,35 Balaclava Street Woolloongabba (ABC),Rhcommercialsouthside
2202,"35 Kitchener Road, Kedron",Rhcommercial
2203,"35 Macadamia Street, Mango Hill",NVRE
2204,35/20-22 Ellerslie Road Meadowbrook,Rhcommercialsouthside
2205,357 Milton Rd Auchenflower,Urbanproperty
2206,358 Nudgee Rd Hendra *,CushWakeQLD
2207,3584 Moggil Rd moggil,Urbanproperty
2208,36 Duntroon Street Brendale,CushWakeQLD
2209,"36 Duntroon Street, Brendale",CushWakeQLD
2210,"36 Greenhalgh Street, Tarragindi",Timaltass
2211,"36 Wesley Rd, Griffin",NVRE
2212,"36-42 Baxter Street, Fortitude Valley",Rhcommercial
2213,"365 St Pauls Tce, Fortitude Valley",Rhcommercial
2214,368 Earnshaw Rd Banyo *,Admin
2215,37 Boundary St South Brisbane *,CushWakeQLD
2216,37 Dunedoo Street Stafford,Urbanproperty
2217,37 Jinibara St Narangba,NVRE
2218,"37 McDonald Road, Windsor",CushWakeQLD
2219,"38 Charlotte Street, Chermside",Urbanproperty
2220,"38 High Street, Kippa_Ring",Commercialguys
2221,"38 Industry Place, Lytton",Duganandco
2222,"38 Judge Street, Norman Park",Timaltass
2223,38 Lugg St Bardon,Admin
2224,"38 Torres Crescent, North Lakes",Duganandco
2225,38 Walker St Tennyson *,Rhcommercialsouthside
2226,38 Walker Street Tennyson (ABC),Rhcommercialsouthside
2227,38-40 Blue Eagle Drive Meadowbrook (ABC),Rhcommercialsouthside
2228,"38-42 Adelong Court, MORAYFIELD",NVRE
2229,"385 Thynne Road, Morningside (70482)",CushWakeQLD
2230,387 Montague Rd West End *,CushWakeQLD
2231,"387 Montague Road, West End",CushWakeQLD
2232,"388 Newman Road, Geebung QLD 3034",Duganandco
2233,"388 Robinson Road, Geebung",Duganandco
2234,"39 Antimony Street, Carole Park",CushWakeQLD
2235,"39 Neumann Road, Capalaba Qld 4157",Rhcommercialbayside
2236,"39 Sandmere Road, Pinkenba",CushWakeQLD
2237,391 Newman Rd Geebung *,Duganandco
2238,"4 Azanian Street, Upper Mount Gravatt",Timaltass
2239,4 Carfin St Ascot *,Urbanproperty
2240,4 Copland Court Burpengary,NVRE
2241,"4 Kirkdale Street, Chapel Hill",Rhcommercial
2242,"4 Ortive Street, Yeerongpilly",Rhcommercialsouthside
2243,"4 Warburton street, Bardon",Urbanproperty
2244,4 Webb Street Bundamba,Rhcommercialsouthside
2245,4/12 Mahina Place Wishart *,Timaltass
2246,4/124 Kingston Road Underwood,Rhcommercialsouthside
2247,4/124 Kingston Road Underwood (ABC),Rhcommercialsouthside
2248,4/1311 Ipswich Road Rocklea,Rhcommercialsouthside
2249,"4/1311 Ipswich Road, Rocklea",Rhcommercialsouthside
2250,4/1326 Boundary Rd Wacol *,Rhcommercialsouthside
2251,4/14 Buttonwood Place Willawong,Rhcommercialsouthside
2252,"4/156 Morayfield Rd, Morayfield",Commercialguys
2253,"4/163 York Street, Nundah",Urbanproperty
2254,"4/17 Erneton Street, Newmarket",Urbanproperty
2255,"4/17 Jamieson St, Bulimba",Timaltass
2256,4/20 Jijaws Street Sumner,Rhcommercialsouthside
2257,4/209 Robinson Rd Geebung *,Duganandco
2258,4/23 Fuller St Lutwyche,Urbanproperty
2259,4/26 Navigator Place Hendra,CushWakeQLD
2260,"4/264 South Pine Road, Brendale",CushWakeQLD
2261,"4/273 Abbotsford Road, Bowen Hills",CushWakeQLD
2262,4/30 Lensworth Street Coopers Plains,Rhcommercialsouthside
2263,4/338 Lytton Road Morningside,Duganandco
2264,4/36 Achievement Cr Acacia Ridge,Rhcommercialsouthside
2265,4/38 Peach St Greenslopes *,Timaltass
2266,"4/4 Lathe Street, Virginia",Rhcommercial
2267,"4/47 Lear Jet Dr, Caboolture",Commercialguys
2268,"4/47 Lear Jet Drive, Caboolture",Commercialguys
2269,"4/62 Kates Street, Morningside",Timaltass
2270,4/65 Boyland Avenue Coopers Plains,Rhcommercialsouthside
2271,"4/75 Flinders Parade, North Lakes",Commercialguys
2272,"4/92 Stuart Street, Bulimba",Timaltass
2273,4/975 Nudgee Rd Banyo,CushWakeQLD
2274,4&amp;5/58 Wecker Road Mansfiled QLD 4122,Duganandco
2275,40 Cassandra St Chapel Hill,Urbanproperty
2276,"40 Hickey Rd, Caboolture",Commercialguys
2277,"40 Ingleston Road, Tingalpa",Bluecommercial
2278,"40/115 Robinson Road, Geebung",Rhcommercial
2279,"405 Newman Road, Geebung",CushWakeQLD
2280,"41 Frederick Street, Northgate",Rhcommercial
2281,41 Pattison Avenue,Timaltass
2282,"41-43 Station Rd, Logan Central",Firstassetmanagment
2283,41/52 Newstead Terrace Newstead *,Urbanproperty
2284,"4138 Pacific Highway, Loganholme",CushWakeQLD
2285,42 Belar St Yamanto,Rhcommercialsouthside
2286,42 Logan Rd Woolloongabba,Admin
2287,"42/18 Gailey Road, St Lucia",Urbanproperty
2288,42/72-78 Dufflield Rd Kallangur,NVRE
2289,"43 Randolph Street, Rocklea",Rhcommercialsouthside
2290,"43 Rawlinson Street, Murarrie",Timaltass
2291,"43 Telford Street, Virginia",Rhcommercial
2292,"43 Wardle Street, Mount Gravatt",Timaltass
2293,"439 Lutwyche Road, Lutwyche",Rhcommercial
2294,44 Baldock St Moorooka *,Rhcommercialsouthside
2295,44 Devlan St Mansfield *,Duganandco
2296,"44 Whitworth Road, Cannon Hill",Timaltass
2297,"441 Nudgee Road, Hendra",CushWakeQLD
2298,"445 Gympie Road, Strathpine",Rhcommercial
2299,"449 Newman Road, Geebung",Rhcommercial
2300,"45 Assembly Street, Salisbury",CushWakeQLD
2301,"45 Assembly Street, Salisbury (2)",CushWakeQLD
2302,"45 B Millenium Place Tingalpa, QLD 4173",Duganandco
2303,"45 Ridge Street, Northgate",Urbanproperty
2304,450 Sherwood Road Sherwood,Rhcommercialsouthside
2305,"455 Anzac Avenue, Rothwell",Rhcommercial
2306,"457 Gympie Road, Kedron",Rhcommercial
2307,"46 Bubke Crescent, Caboolture",NVRE
2308,"46 Framont Avenue, Holland Park",Timaltass
2309,"47 Amelia Street, Fortitude Valley",Rhcommercial
2310,"47 Filmer Street, Clontarf Q 4019",Commercialguys
2311,"47 Karthina Street, Bulimba",Timaltass
2312,"470 Upper Roma Street, Brisbane",Rhcommercial
2313,48 Bancroft Terrace Deception Bay *,NVRE
2314,48 Bullockhead Street Sumner,Rhcommercialsouthside
2315,"48 Karthina St, Bulimba",Timaltass
2316,"485 Zillmere Rd, Zillmere",Duganandco
2317,"488 Ipswich Road, Annerley",Rhcommercialsouthside
2318,49 Donaldson Rd Rocklea,Rhcommercialsouthside
2319,"49-55 Morayfield Rd, Caboolture South",Commercialguys
2320,"490 Boundary Road, Spring Hill",Bluecommercial
2321,"5 Alban Street, Oxley",CushWakeQLD
2322,5 Central Court Browns Plains,Rhcommercialsouthside
2323,5 Central Court Hillcrest,Rhcommercialsouthside
2324,5 Cronulla Court Slacks Creek,CushWakeQLD
2325,"5 Hasking St, Caboolture",Commercialguys
2326,"5 North Shore Dr, Burpengary",Commercialguys
2327,5 Parrot Street Raceview,Rhcommercialsouthside
2328,"5 Viola Place, Brisbane Airport",CushWakeQLD
2329,"5-20 Priority Street, Wacol",CushWakeQLD
2330,"5, 41 Paringa Road, Murarrie",Bluecommercial
2331,5/131 Balham Rd Archerfield,Rhcommercialsouthside
2332,5/131 Balham Road Archerfield,Rhcommercialsouthside
2333,5/14 Ashtan Place (Facing nudgee road),Duganandco
2334,"5/15 Industry Drive, Caboolture",Commercialguys
2335,"5/158 murarrie road, murarrie",Duganandco
2336,"5/1953 Logan Road,Upper Mount Gravatt",Duganandco
2337,"5/205 Leitchs Road, Brendale",Rhcommercial
2338,5/22 Alexandra Place Murarrie,Duganandco
2339,"5/23 Lathe Street, Virginia, QLD 4014",Duganandco
2340,"5/30 Brookfield Road, Kedron",Timaltass
2341,"5/30 Shrapnel Street, Cannon Hill",Timaltass
2342,5/32 Boyland Ave Coopers Plains,Rhcommercialsouthside
2343,5/32 Boyland Ave Coopers Plains *,Rhcommercialsouthside
2344,5/338 Lytton Rd Morningside *,CushWakeQLD
2345,5/35 Howard St Brisbane City *,Timaltass
2346,"5/35-37 Holland Crescent, Capalaba",Timaltass
2347,5/40 Boothby St Kedron *,Rhcommercial
2348,"5/50 Kremzow Road, Brendale",Rhcommercial
2349,"5/6 Endeavour Blvd, North Lakes",Rhcommercial
2350,"5/71 Kates Street, Morningside",Timaltass
2351,"5&amp;6/76 Lear Jet Drive, Caboolture Qld 4510",Commercialguys
2352,50 Magnesium St Narangba,CushWakeQLD
2353,"50-56 Kellar Street, Berrinba",CushWakeQLD
2354,504 Boundary Rd Archerfield *,Rhcommercialsouthside
2355,"51 Overlord Pl, Acacia Ridge",Commercialguys
2356,"51/29-31 Wolseley St, Wolloongabba",Timaltass
2357,519 Kessels Road Macgregor (ABC),Rhcommercialsouthside
2358,"52 Beerburrum Rd, Caboolture",Commercialguys
2359,"520 Wickham Street, Fortitude Valley",Bluecommercial
2360,"523 Tingal Road, Wynnum",Timaltass
2361,525 Lytton Rd Morningside *,CushWakeQLD
2362,"54 Baxter Street, Fortitude Valley",Rhcommercial
2363,"55 Douglas Street, Milton (also known as 53 Douglas St)",Rhcommercial
2364,"55 Little Edward Street, Spring Hill",CushWakeQLD
2365,55 Musgrave Road Coopers Plains,Rhcommercialsouthside
2366,"55 Old Cleveland Road, Greenslopes",CushWakeQLD
2367,"55/29 - 31 Wolseley St, Wooloongabba",Timaltass
2368,"55/38 Palmer Street, Greenslopes",Timaltass
2369,"56 Bishop Street, Kelvin Grove",Bluecommercial
2370,"56 Millway Street, Kedron",Rhcommercial
2371,56 White Cedar Road Pullenvale,Urbanproperty
2372,"562 Samford Road, Mitchelton",Rhcommercial
2373,"567 Wynnum Road, Morningside",Timaltass
2374,"57 Ashmole Rd, Redcliffe",Commercialguys
2375,"57-67 Mudgee Street, Kingston",CushWakeQLD
2376,58 Anton Rd Hemmant *,CushWakeQLD
2377,"58 Anton Road, Hemmant",CushWakeQLD
2378,"58 Beach St, Kippa-Ring",Commercialguys
2379,"58 Beach Street, Kippa-Ring",Rhcommercial
2380,"581 Beenleigh Road, Sunnybank",Firstassetmanagment
2381,"59 Northlink Place, Virginia",Rhcommercial
2382,"591 Wickham St, Fortitude Valley",Rhcommercial
2383,"592 Wickham Steret, Fortitude Valley",Rhcommercial
2384,6 Aldinga St Brendale *,CushWakeQLD
2385,"6 Elmwood Court, Narangba",NVRE
2386,"6 Grenoble Street, The Gap",Urbanproperty
2387,"6 Huron Place, Narangba",NVRE
2388,"6 James Road, Beachmere",Firstassetmanagment
2389,6 Jones Rd Capalaba,KevinMurdock
2390,"6 Radium Street, Crestmead",CushWakeQLD
2391,"6, 131 Bunya Road, Arana Hills",Duganandco
2392,6/108 Anzac Avenue Hillcrest,Rhcommercialsouthside
2393,"6/11-15 Business Drive, Narangba",Commercialguys
2394,"6/111 Pashen Street, Morningside",Timaltass
2395,6/15 Henry St Loganholme *,CushWakeQLD
2396,"6/15 Henry Street, Loganholme",CushWakeQLD
2397,6/22 Cadell St Toowong *,Urbanproperty
2398,6/22 Success Street Acacia Ridge,Rhcommercialsouthside
2399,"6/24 Redcliffe Gardens Drive, Clontarf",Commercialguys
2400,6/28 Pritchard Rd Virginia *,Duganandco
2401,"6/379 Morayfield Rd, Morayfield",Commercialguys
2402,6/44 Baldock Street Moorooka,Rhcommercialsouthside
2403,"6/5 Zillman Road, Hendra",Rhcommercial
2404,6/6-12 Dickson St Morayfield *,Commercialguys
2405,6/9-11 Redcliffe Gardens Pde Clontarf *,Commercialguys
2406,"60 Corymbia Place, Parkinson",CushWakeQLD
2407,"60-62 Commercial Drive, Shailer Park",CushWakeQLD
2408,606 Sherwood Rd Sherwood *,Rhcommercialsouthside
2409,61 Kent St Hamilton,Admin
2410,"61 Parkhaven Street, Mango Hill",NVRE
2411,"61 Toombul Road, Northgate",Rhcommercial
2412,61 Tristania Dr Bardon,Urbanproperty
2413,"616 Rode Road, Chermside",Rhcommercial
2414,62 Delta St Geebung *,Rhcommercial
2415,"62 Piddington Street, Ashgrove",Urbanproperty
2416,"62 Tristania Drive, Bardon",Urbanproperty
2417,"62 Tryon Street, Upper Mount Gravatt",Timaltass
2418,63 Flinders Parade North Lakes,Duganandco
2419,63 Flinders Parade North Lakes *,Duganandco
2420,"63 Radley Street, Virginia, QLD 4014",Duganandco
2421,637 Toohey Road Salisbury,Rhcommercialsouthside
2422,"637 Toohey Road, Salisbury",CushWakeQLD
2423,64 Buchanan Rd Banyo *,Rhcommercial
2424,"64 Colebard Street West, Acacia Ridge",CushWakeQLD
2425,64 Kate St Morningside *,Timaltass
2426,64 Taylor Street,Duganandco
2427,640 Boundary Rd Richlands *,CushWakeQLD
2428,"640 Boundary Road, Richlands",CushWakeQLD
2429,641 Sherwood Road Sherwood,Rhcommercialsouthside
2430,"66 McLachlan Street, Fortitude Valley",Rhcommercial
2431,"66 McLachlan Street, Fortitude Valley (#491)",Rhcommercial
2432,"66 Pritchard Road, Virginia",Rhcommercial
2433,660 Lores Bonney Drive Archerfield,Rhcommercialsouthside
2434,"665-685 Gympie Road, Lawnton",Rhcommercial
2435,67 Charlotte St Paddington *,Urbanproperty
2436,"67 Depot St, Banyo",Rhcommercial
2437,"67 Depot St, Banyo #54",Rhcommercial
2438,"67 Depot Street, Banyo",Duganandco
2439,"68 Brownlee Street, Pinkenba, QLD 4008",Duganandco
2440,"68 Lewin Street, Bardon",Urbanproperty
2441,684 Beaudesert Rd Rocklea,Rhcommercialsouthside
2442,"684 Beaudesert Road, Rocklea",Rhcommercialsouthside
2443,"687-689 Old Cleveland Rd East, Wellington Point",Firstassetmanagment
2444,"69 Nordenfeldt Road, Cannon Hill",Timaltass
2445,"69/283 GIven Terrace, Paddington",Rhcommercial
2446,"6A/12-14 Bailey Court, Brendale",Rhcommercial
2447,"6a/68 Racecourse Road, Hamilton",Rhcommercial
2448,6B/839 Boundary Road Coopers Plains,Rhcommercialsouthside
2449,"7 &amp; 8 / 18-20 Burke Cres, North Lakes",Commercialguys
2450,"7 &amp; 8/2 Belconnen Crescent, Brendale",Rhcommercial
2451,7 Bronze St Sumner,Admin
2452,7 Bronze St Sumner *,CushWakeQLD
2453,"7 Bronze Street, Sumner",CushWakeQLD
2454,7 Gray St Red Hill *,Urbanproperty
2455,7 Pendry Court Woodridge *,Rhcommercialsouthside
2456,"7 Toombul Road, Virginia",Firstassetmanagment
2457,"7/10 Depot Street, Banyo",Rhcommercial
2458,"7/102 Henderson Street, Bulimba",Timaltass
2459,7/107 Miles Platting Road Eight Mile Plains,Rhcommercialsouthside
2460,"7/11 Buchanan Road, Banyo",Rhcommercial
2461,"7/176 Bluestone Circuit, Seventeen Mile Rocks",Bluecommercial
2462,"7/21-23 Flinders Parade, North Lakes",Duganandco
2463,7/229 Junction Road,Duganandco
2464,7/26-34 Weippin St,KevinMurdock
2465,"7/27 Windorah Street, Stafford",Rhcommercial
2466,"7/29 Links Avenue, Eagle Farm, QLD 4009",Duganandco
2467,"7/31 Wynnum Road, Norman Park",Timaltass
2468,7/32 Beach St Kippa Ring *,Rhcommercial
2469,"7/37 Northlink Place, Virginia",Rhcommercial
2470,"7/67 Bancroft Road, Pinkenba",Rhcommercial
2471,"7/81 Bishop Street, Kelvin Grove",Bluecommercial
2472,7/90-94 Oxford Street Bulimba Qld 4171,Duganandco
2473,70 Flanders Street Salisbury (ABC),Rhcommercialsouthside
2474,"70 Little Edward Street, Spring Hill",Bluecommercial
2475,"70 Telford Street, Virginia",Rhcommercial
2476,71 Avondale Rd  Sinamon Park,Urbanproperty
2477,"71 Avondale Road, Sinnamon Park",Urbanproperty
2478,"71 Basalt Street, Geebung",Rhcommercial
2479,71 Flinders Parade North Lakes,Duganandco
2480,"71 Flinders Parade, North Lakes",Duganandco
2481,"71 Jijaws Street, Sumner",CushWakeQLD
2482,"72 Nestor Drive, Meadowbrook",CushWakeQLD
2483,"723 Deception Bay Rd, Rothwell QLD 4022",Admin
2484,"73 Delta Street, Geebung",Rhcommercial
2485,"730 South Pine Road, Everton Park",Rhcommercial
2486,"737 Logan Rd, Greenslopes",Firstassetmanagment
2487,"738 Creek Road, Carindale, Qld, 4152",Firstassetmanagment
2488,"75 Coventry Circuit, Carindale",Timaltass
2489,75 Wolston Rd Sumner Park *,Rhcommercialsouthside
2490,75-79 Randolph Street Rocklea,Rhcommercialsouthside
2491,"76-82 Buchanan Road, Banyo",CushWakeQLD
2492,"77 Nurstead Street, Camp Hill",Timaltass
2493,"77-79 Kremzow Road, Brendale",CushWakeQLD
2494,"77/109 Leitchs Road, Brendale",Rhcommercial
2495,777 Macarthur Avenue Central Eagle Farm *,CushWakeQLD
2496,"78 Bluestone Circuit, Seventeen Mile Rock",CushWakeQLD
2497,"78 Bluestone Circuit, Seventeen Mile rocks",CushWakeQLD
2498,7b/37-41 Spine St Sumner *,Rhcommercialsouthside
2499,"8 Auster Court, Caboolture",Commercialguys
2500,8 Chrome St Salisbury *,Rhcommercialsouthside
2501,"8 Flynn Lane, Strathpine (67776)",CushWakeQLD
2502,8 Foxglove St Mount Gravatt *,Timaltass
2503,"8 Harris Street, Mango Hill",NVRE
2504,8 Holland St Northgate,Admin
2505,"8 Ironstone Road, Berrinba (68602)",CushWakeQLD
2506,"8 Murrarie Road, Murrarie",Timaltass
2507,"8 Riverview Place, Murarrie",CushWakeQLD
2508,8 Shoebury St Rocklea *,Rhcommercialsouthside
2509,8-10 Lincoln St Strathpine *,CushWakeQLD
2510,"8-14 St Jude Court, Browns Plains",Firstassetmanagment
2511,"8/1 Commerce Pl, Burpengary",Commercialguys
2512,8/16 Metroplex Avenue Murarrie,Duganandco
2513,"8/30 Raubers Road, Banyo",Duganandco
2514,"8/31 Harvey Street, Eagle Farm",Rhcommercial
2515,"8/330 Hawthorne Road, Hawthorne",Timaltass
2516,"8/720 Macarthur Avenue, Pinkenba",Duganandco
2517,"8/8 Navigator Place, Hendra",Rhcommercial
2518,"80-82 Kingston Road, Underwood",CushWakeQLD
2519,"803 Waterworks Road, Ashgrove",Rhcommercial
2520,"81 Bishop Street, Kelvin Grove",Bluecommercial
2521,"81 Pentex Street, Salisbury",CushWakeQLD
2522,"82 King Street, Caboolture",Commercialguys
2523,"82 MacDonald Drive, Narangba",NVRE
2524,820 Old Cleveland Road,Rhcommercialsouthside
2525,"83 Gatling Road, Cannon Hill",Timaltass
2526,"836 Gympie Road, Lawnton",Duganandco
2527,84 Boundary Road Oxley (ABC),Rhcommercialsouthside
2528,"848 Gympie Rd, Lawnton",Commercialguys
2529,"848 Gympie Road, Lawnton",Rhcommercial
2530,85 Ellena St Paddington,Urbanproperty
2531,"85 Leon Capra Drive, Augustine Heights",Firstassetmanagment
2532,855 Boundary Road Coopers Plains,Rhcommercialsouthside
2533,"87 Park Vista Drive, Mango Hill",NVRE
2534,87-93 Bancroft Rd Pinkenba *,CushWakeQLD
